user_id,first_name,last_name,age,city,reg_date,plan,churn_date,month,calls_duration,messages_count,mb_used,gb_used,Unnamed: 0,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,plan_name,calls_overage,messages_overage,data_overage,calls_overage_charge,messages_overage_charge,data_overage_charge,monthly_profit
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-05-01,193.0,7.0,6547.21,7.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-06-01,275.0,18.0,20672.82,21.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,6.0,0.0,0.0,60.0,80.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-07-01,381.0,26.0,24516.62,24.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,9.0,0.0,0.0,90.0,110.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-08-01,354.0,25.0,27981.739999999998,28.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,13.0,0.0,0.0,130.0,150.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-09-01,301.0,21.0,18852.72,19.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,4.0,0.0,0.0,40.0,60.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-10-01,365.0,24.0,14541.63,15.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-11-01,476.0,25.0,21850.78,22.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,7.0,0.0,0.0,70.0,90.0
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,,2018-12-01,427.0,31.0,21389.29,21.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,6.0,0.0,0.0,60.0,80.0
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,,2018-12-01,496.0,11.0,17140.17,17.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,2.0,0.0,0.0,20.0,40.0
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18,2018-11-01,10.0,15.0,2068.37,3.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18,2018-12-01,36.0,89.0,20267.44,20.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,,2018-08-01,456.0,51.0,24439.88,24.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,1.0,9.0,0.0,0.03,90.0,110.03
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,,2018-09-01,399.0,47.0,28123.95,28.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,13.0,0.0,0.0,130.0,150.0
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,,2018-10-01,645.0,59.0,37885.63,37.0,0,50,15360,500,20,10,0.03,0.03,surf,145.0,9.0,22.0,4.35,0.27,220.0,244.62
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,,2018-11-01,524.0,48.0,24334.0,24.0,0,50,15360,500,20,10,0.03,0.03,surf,24.0,0.0,9.0,0.72,0.0,90.0,110.72
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,,2018-12-01,617.0,50.0,29069.28,29.0,0,50,15360,500,20,10,0.03,0.03,surf,117.0,0.0,14.0,3.51,0.0,140.0,163.51
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,,2018-10-01,476.0,21.0,17106.989999999998,17.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,,2018-11-01,446.0,37.0,23676.72,24.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,,2018-12-01,634.0,26.0,14689.33,15.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-05-01,534.0,0.0,20389.4,20.0,0,50,15360,500,20,10,0.03,0.03,surf,34.0,0.0,5.0,1.02,0.0,50.0,71.02
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-06-01,823.0,0.0,18845.9,19.0,0,50,15360,500,20,10,0.03,0.03,surf,323.0,0.0,4.0,9.69,0.0,40.0,69.69
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-07-01,880.0,0.0,30421.65,30.0,0,50,15360,500,20,10,0.03,0.03,surf,380.0,0.0,15.0,11.4,0.0,150.0,181.4
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-08-01,731.0,0.0,24557.52,24.0,0,50,15360,500,20,10,0.03,0.03,surf,231.0,0.0,9.0,6.93,0.0,90.0,116.93
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-09-01,776.0,0.0,20962.4,21.0,0,50,15360,500,20,10,0.03,0.03,surf,276.0,0.0,6.0,8.28,0.0,60.0,88.28
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-10-01,740.0,0.0,22664.84,23.0,0,50,15360,500,20,10,0.03,0.03,surf,240.0,0.0,8.0,7.199999999999999,0.0,80.0,107.2
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-11-01,714.0,0.0,25473.43,25.0,0,50,15360,500,20,10,0.03,0.03,surf,214.0,0.0,10.0,6.42,0.0,100.0,126.42
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,2018-12-01,756.0,0.0,23922.6,24.0,0,50,15360,500,20,10,0.03,0.03,surf,256.0,0.0,9.0,7.68,0.0,90.0,117.68
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-03-01,429.0,0.0,10690.02,11.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-04-01,656.0,0.0,19722.34,20.0,0,50,15360,500,20,10,0.03,0.03,surf,156.0,0.0,5.0,4.68,0.0,50.0,74.68
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-05-01,532.0,0.0,15888.52,16.0,0,50,15360,500,20,10,0.03,0.03,surf,32.0,0.0,1.0,0.96,0.0,10.0,30.96
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-06-01,553.0,0.0,16829.31,17.0,0,50,15360,500,20,10,0.03,0.03,surf,53.0,0.0,2.0,1.5899999999999999,0.0,20.0,41.59
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-07-01,698.0,0.0,12663.11,13.0,0,50,15360,500,20,10,0.03,0.03,surf,198.0,0.0,0.0,5.9399999999999995,0.0,0.0,25.939999999999998
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-08-01,637.0,0.0,19811.84,20.0,0,50,15360,500,20,10,0.03,0.03,surf,137.0,0.0,5.0,4.109999999999999,0.0,50.0,74.11
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-09-01,601.0,0.0,16813.73,17.0,0,50,15360,500,20,10,0.03,0.03,surf,101.0,0.0,2.0,3.03,0.0,20.0,43.03
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-10-01,711.0,0.0,16937.78,17.0,0,50,15360,500,20,10,0.03,0.03,surf,211.0,0.0,2.0,6.33,0.0,20.0,46.33
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,2018-11-01,258.0,0.0,7985.59,8.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-06-01,118.0,21.0,6685.11,7.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-07-01,499.0,53.0,21046.41,21.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-08-01,486.0,54.0,21099.37,21.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-09-01,484.0,60.0,16638.46,17.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-10-01,504.0,64.0,24575.65,24.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-11-01,505.0,58.0,22102.97,22.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,2018-12-01,311.0,61.0,19630.63,20.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16,2018-11-01,22.0,0.0,6758.49,7.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,,2018-12-01,219.0,16.0,20113.92,20.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1014,Edmundo,Simon,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-25,surf,,2018-11-01,163.0,9.0,1175.59,2.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1014,Edmundo,Simon,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-25,surf,,2018-12-01,1114.0,64.0,7792.41,8.0,0,50,15360,500,20,10,0.03,0.03,surf,614.0,14.0,0.0,18.419999999999998,0.42,0.0,38.84
1015,Beata,Carpenter,26,"Pittsburgh, PA MSA",2018-12-05,surf,,2018-12-01,96.0,68.0,17495.12,18.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,18.0,3.0,0.0,0.54,30.0,50.54
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,2018-10-01,173.0,11.0,3669.91,4.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,2018-11-01,649.0,46.0,27501.33,27.0,0,50,15360,500,20,10,0.03,0.03,surf,149.0,0.0,12.0,4.47,0.0,120.0,144.47
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,2018-12-01,837.0,38.0,28188.010000000002,28.0,0,50,15360,500,20,10,0.03,0.03,surf,337.0,0.0,13.0,10.11,0.0,130.0,160.11
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,2018-08-01,59.0,5.0,2128.5299999999997,3.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,2018-09-01,362.0,41.0,24478.920000000002,24.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,9.0,0.0,0.0,90.0,110.0
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,2018-10-01,400.0,35.0,28478.25,28.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,13.0,0.0,0.0,130.0,150.0
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,2018-11-01,384.0,29.0,19093.04,19.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,4.0,0.0,0.0,40.0,60.0
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,2018-12-01,476.0,42.0,21136.58,21.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,6.0,0.0,0.0,60.0,80.0
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,2018-10-01,184.0,3.0,8722.35,9.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,2018-11-01,636.0,5.0,15266.53,15.0,0,50,15360,500,20,10,0.03,0.03,surf,136.0,0.0,0.0,4.08,0.0,0.0,24.08
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,2018-12-01,476.0,8.0,17390.55,17.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,2.0,0.0,0.0,20.0,40.0
1019,Shizue,Landry,34,"Jacksonville, FL MSA",2018-01-16,surf,,2018-11-01,44.0,24.0,3012.91,3.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1019,Shizue,Landry,34,"Jacksonville, FL MSA",2018-01-16,surf,,2018-12-01,467.0,128.0,28127.77,28.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,78.0,13.0,0.0,2.34,130.0,152.34
1020,Rutha,Bell,56,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-08,surf,,2018-11-01,430.0,1.0,12000.34,12.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1020,Rutha,Bell,56,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-08,surf,,2018-12-01,500.0,3.0,19749.08,20.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,5.0,0.0,0.0,50.0,70.0
1021,Ricarda,Booker,37,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-12-21,surf,,2018-12-01,401.0,0.0,6084.63,6.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2018-05-01,302.0,0.0,4908.08,5.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2018-06-01,490.0,0.0,23436.48,23.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,8.0,0.0,0.0,80.0,100.0
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2018-07-01,475.0,0.0,9933.15,10.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2018-08-01,631.0,0.0,21325.33,21.0,0,50,15360,500,20,10,0.03,0.03,surf,131.0,0.0,6.0,3.9299999999999997,0.0,60.0,83.93
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,2018-09-01,145.0,0.0,6161.89,7.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,,2018-07-01,43.0,5.0,9096.97,9.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,,2018-08-01,72.0,6.0,9991.79,10.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1024,Yuki,Tyson,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-21,surf,,2018-12-01,564.0,0.0,10807.37,11.0,0,50,15360,500,20,10,0.03,0.03,surf,64.0,0.0,0.0,1.92,0.0,0.0,21.92
1025,Jess,Wilkinson,64,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-10-28,ultimate,,,0.0,0.0,0.0,0.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,,2018-07-01,163.0,9.0,4822.35,5.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,,2018-08-01,194.0,13.0,8402.11,9.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-07-01,347.0,18.0,11516.06,12.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-08-01,361.0,13.0,20351.1,20.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,5.0,0.0,0.0,50.0,70.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-09-01,325.0,12.0,17075.76,17.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,2.0,0.0,0.0,20.0,40.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-10-01,417.0,12.0,12901.15,13.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-11-01,400.0,10.0,15839.84,16.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,1.0,0.0,0.0,10.0,30.0
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,2018-12-01,293.0,13.0,14411.53,15.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-03-01,39.0,66.0,36061.04,36.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,6.0,0.0,0.0,42.0,112.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-04-01,53.0,77.0,37761.59,37.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,7.0,0.0,0.0,49.0,119.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-05-01,67.0,84.0,32907.83,33.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,3.0,0.0,0.0,21.0,91.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-06-01,49.0,66.0,37907.14,38.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,8.0,0.0,0.0,56.0,126.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-07-01,53.0,85.0,38826.7,38.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,8.0,0.0,0.0,56.0,126.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-08-01,76.0,74.0,40388.21,40.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,10.0,0.0,0.0,70.0,140.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-09-01,37.0,68.0,26563.75,26.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-10-01,39.0,73.0,46595.33,46.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,16.0,0.0,0.0,112.0,182.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-11-01,69.0,77.0,42952.59,42.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,12.0,0.0,0.0,84.0,154.0
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,2018-12-01,43.0,74.0,37603.26,37.0,1,1000,30720,3000,70,7,0.01,0.01,ultimate,0.0,0.0,7.0,0.0,0.0,49.0,119.0
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,2018-08-01,43.0,2.0,618.95,1.0,0,50,15360,500,20,10,0.03,0.03,surf,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,2018-09-01,763.0,9.0,13719.06,14.0,0,50,15360,500,20,10,0.03,0.03,surf,263.0,0.0,0.0,7.89,0.0,0.0,27.89
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,2018-10-01,692.0,12.0,17605.99,18.0,0,50,15360,500,20,10,0.03,0.03,surf,192.0,0.0,3.0,5.76,0.0,30.0,55.76
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,2018-11-01,638.0,16.0,14210.22,14.0,0,50,15360,500,20,10,0.03,0.03,surf,138.0,0.0,0.0,4.14,0.0,0.0,24.14
